"path","fileType","purpose","directBugs","securityRisks","consistencyIssues","deadUnusedPatterns","missingValidation","buildTestRelevance","needsModification","status","skipReason"
"artifacts\runtime\desktop-20260424-152716.out.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\desktop-20260424-181304.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\desktop-20260424-181304.out.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\desktop-20260424-215022.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\desktop-20260424-215022.out.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\desktop-20260428-190731.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\desktop-20260428-190731.out.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260420-064546.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260420-064546.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260420-070316.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260420-070316.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-011519.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260423-011519.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-011735.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260423-011735.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173525.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260423-173525.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173641.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260423-173641.out.log","log","audit artifact","user-machine path; old NetSDK stream endpoint review","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173834.err.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173834.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173908.err.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173908.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173918.err.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-173918.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260423-182328.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260423-182328.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260424-152716.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260424-152716.out.log","log","audit artifact","user-machine path","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260424-181304.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260424-181304.out.log","log","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260424-215022.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260424-215022.out.log","log","audit artifact","user-machine path; old NetSDK stream endpoint review","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\runtime\service-20260428-190731.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\runtime\service-20260428-190731.out.log","log","audit artifact","user-machine path","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\safewrite-probe-summary.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\adapter_trace_full_enum.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\adapter_trace_full_enum.out.log","log","audit artifact","user-machine path; old NetSDK stream endpoint review","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\adapter_trace_live_write.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\adapter_trace_live_write.out.log","log","audit artifact","user-machine path; old NetSDK stream endpoint review","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\firmware_carve_report.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\firmware_entropy_top_windows.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\firmware_head_ascii.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\firmware_head_hex_lines.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\firmware_magic_hits.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\firmware_semantic_hits.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\firmware_signature_scan.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\firmware_strings.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\focused_family_probes\image-ircut-irCutMode.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\focused_family_probes\image-root-sceneMode.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\focused_family_probes\summary.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\focused_family_probes\video-encode-frameRate.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\focused_family_probes\video-input-flip.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\focused_family_probes\video-input-hue.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\focused_family_probes\video-input-mirror.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\full_forced_enumeration_10.0.0.29.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\grouped_family_probe_10.0.0.29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\grouped_family_probe_norefresh_10.0.0.29.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\grouped_family_probe_service.err.log","log","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\grouped_family_probe_service.out.log","log","audit artifact","user-machine path; old NetSDK stream endpoint review","","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\ipc_exhaustive\current_contract_keys.txt","txt","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_endpoint_catalog.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_enum_candidate_lines.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_exhaustive_summary.json","JSON config/data","audit artifact","","","","not exhaustively proven","","build/test relevant","False","OK",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_field_gap_report.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_file_manifest.csv","CSV artifact","audit artifact","user-machine path","","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_likely_field_tokens.txt","txt","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_operation_ids.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_sdk_full_text.txt","txt","audit artifact","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\ipc_exhaustive\ipc_semantic_clues.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\ipc_sdk_endpoints.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\ipc_sdk_enum_candidates.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\ipc_sdk_semantic_lines.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\ipc_sdk_v1.4.txt","txt","audit artifact","","sensitive credential surface review","codec suffix inference review","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\live_minimum_success_results.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\nvr_api_coverage_report.json","JSON config/data","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","build/test relevant","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_extract\#IDXHDR","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\#ITBITS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\#STRINGS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\#SYSTEM","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\#TOPICS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\#URLSTR","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\#URLTBL","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\#WINDOWS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\$FIftiMain","unknown","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_extract\$OBJINST","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\$WWAssociativeLinks\Property","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\$WWKeywordLinks\BTree","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\$WWKeywordLinks\Data","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\$WWKeywordLinks\Map","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\$WWKeywordLinks\Property","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册.hhc","hhc","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册.hhk","hhk","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\104.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\119.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\内容简介\103.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\SDK信息\121.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\SDK初始化\115.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\SDK初始化\116.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\云台控制\云台控制操作\163.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\回放录像文件时的数据捕获\142.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\回放录像文件时的数据捕获\143.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\回放录像文件时的数据捕获\144.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\定义\145.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\定义\177.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\实时预览\129.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\实时预览\130.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\实时预览数据捕捉\132.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\实时预览数据捕捉\133.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\实时预览数据捕捉\134.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像下载\153.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像下载\154.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像回放时抓图\156.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\138.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\139.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\140.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像文件回放\184.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像文件查找\180.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像文件查找\181.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\录像文件查找\182.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\报警接收\158.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\报警接收\159.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\报警接收\160.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\217.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\初始化\188.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\初始化\189.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\抓图\215.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\197.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\198.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\199.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\200.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\201.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\202.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\203.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\204.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\205.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\播放控制\206.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\文件操作\191.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\文件操作\192.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\流操作\208.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\流操作\209.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\流操作\210.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\获取播放信息\212.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\获取播放信息\213.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\辅助函数\194.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\文件播放\辅助函数\195.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\易视网函数\179.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\消息回调\118.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\用户注册\126.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\用户注册\127.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\视频抓图\136.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\获取错误信息\151.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\171.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\172.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\173.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\174.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\221.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\222.htm","htm","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\223.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\语音\语音广播\224.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\远程参数配置\通用参数配置\166.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\远程参数配置\通用参数配置\167.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\预览时声音控制\219.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\接口定义\预览时声音控制\220.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\编程导引\146.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\编程导引\147.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\编程导引\148.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\编程导引\149.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_extract\HISI客户端SDK手册\编程导引\150.htm","htm","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_chm_functions.txt","txt","audit artifact","","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_chm_hits.txt","txt","audit artifact","user-machine path","sensitive credential surface review","","not exhaustively proven","requires targeted review or tests when touched","not build critical","True","REVIEW",""
"artifacts\sdk-mining\nvr_dll_exports.txt","txt","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#IDXHDR","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#ITBITS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#STRINGS","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
"artifacts\sdk-mining\nvr_exhaustive\chm_extract\#SYSTEM","unknown","audit artifact","","","","not exhaustively proven","","not build critical","False","OK",""
